unique_id,fieldguide,english_common,latin_species,length,order,family,family_english,voice,warblish,usable,voice_reduced,non_vocalization,distance_amplitude,namesake,qualifies_as_song,mimicry,comparison,comparison_type,comparison_expression,comparand,comp_construction,comp_dimension,duplicated_comparison,comments
id_3387,morcombe_australia,Beautiful Firetail,Stagonopleura bella,11-13cm,Passeriformes,Estrildidae,"Waxbills, Munias & Allies","a single, mournful, undulating ""whee-ee-ee"" as identificaton call; soft ""chrrit"" as contact sound. In alarm gives abrupt ""tchup-tchup"" sounds.",NO,yes,"a single, mournful, undulating ""whee-ee-ee"" as identificaton call; soft ""chrrit"" as contact sound.   abrupt ""tchup-tchup"" sounds",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_333,allabout_birds,Limpkin,Aramus guarauna,68.2,Gruiformes,Aramidae,Limpkin,"Males have especially long, looped tracheas, or windpipes, as cranes do. They use these to make loud, grating, piercing high-pitched screeches and wails. During courtship feeding, or when spotting a predator such as an alligator, Limpkins produce rattling calls. Females in many contexts give a soft ""gon"" call, frequently in a slowing series as the mate delivers a rhythmic, cranelike chorus of its wails. This duet is not quite a song but is memorable--numerous writers of natural history and fiction have been moved to describe the chilling sensations produced by this sound, especially at night.",NO,yes,"have especially long, looped tracheas, or windpipes, as cranes do. They use these to make loud, grating, piercing high-pitched screeches and wails.  feeding, or when spotting a predator such as an alligator, Limpkins produce rattling calls. in many contexts a soft ""gon"" call, frequently in a slowing series as the mate delivers a rhythmic, cranelike chorus of its wails. This duet is not quite a song but is memorable--numerous writers of natural history and fiction have been moved to describe the chilling sensations produced by this sound, especially ",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_227,allabout_birds,Forster's Tern,Sterna forsteri,34.5,Charadriiformes,Laridae,"Gulls, Terns, Skimmers","Adults give a harsh ""kyarrr"", similar to that of Common Tern but a bit lower in pitch.",NO,yes,"a harsh ""kyarrr"", similar to that of Tern but a bit lower in pitch",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_2884,morcombe_australia,White-rumped Sandpiper,Calidris fuscicollis,15-17cm,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","the flight call is a high, thin squeak, more like that of a bat, but with a slight vibrant quality, ""tzreit"", also described as ""jeeet"" or ""eeet"".",NO,yes,"the is a high, thin squeak, more like that of a bat, but with a slight vibrant quality, ""tzreit"", also described as ""jeeet"" or ""eeet""",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_1872,collins_gem_garden_birds,Brambling,Fringilla montifringilla,NA,Passeriformes,Fringillidae,"Finches, Euphonias","Two calls: a gentle ""chuck-chuck"", and a harsher, squeaky ""wee-eek"".",NO,yes,"a gentle ""chuck-chuck"", and a harsher, squeaky ""wee-eek""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3829,national_geographic_america,Neotropic Cormorant,Nannopterum brasilianum,"66cm, 102cm",NA,NA,NA,NA,NO,no_record,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_748,bruun_hamlyn_guide,Long-billed Dowitcher,Limnodromus scolopaceus,30,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","Call is a single, thin, piping note, or a series of notes.",NO,yes,"a single, thin, piping note, or a series of notes",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1993,felix_hisek_birds,Gyrfalcon,Falco rusticolus,51-56,Falconiformes,Falconidae,"Caracaras, Falcons",High-pitched barking sounds.,NO,yes,High-pitched barking sounds,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4258,national_geographic_america,Black-faced Grassquit,Melanospiza bicolor,11cm,NA,NA,NA,"Song is a buzzing ""tik-zeee""; call is a high, lisping ""tst"".",NO,yes,"a buzzing ""tik-zeee"";  a high, lisping ""tst""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5890,sibley_birds,Arctic Warbler,Phylloscopus borealis,5,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,"Song fast, mechanical, and rhythmic: a hammering trill ""chrchrchrchrchrchrchr-chrchr"" or ""chinginginginginging"" with no change in pitch or rhythm; reminiscent of redpoll trill. Call a short, penetrating, guzzy ""jeet"" or ""dzrk"" with little musical quality; reminiscent of American Dipper.",NO,yes,"fast, mechanical, and rhythmic: a hammering trill ""chrchrchrchrchrchrchr-chrchr"" or ""chinginginginginging"" with no change in pitch or rhythm; reminiscent of redpoll trill. a short, penetrating, guzzy ""jeet"" or ""dzrk"" with little musical quality; reminiscent of American Dipper",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_4725,peterson_chalif_mexico,Streaked Flycatcher,Myiodynastes maculatus,7.5-8.5in,NA,NA,NA,"""Si sip sip seyf"" (rising on ""seeyf""); ""bap-bap-bap-bap"", ending with ""seeyf"". A semiwhistled ""chee'oo-reweep"" or ""wee'-a-roweep"" often introduced by a ""chup"".",NO,yes,"""Si sip sip seyf"" (rising on ""seeyf""); ""bap-bap-bap-bap"", ending with ""seeyf"". semiwhistled ""chee'oo-reweep"" or ""wee'-a-roweep"" often introduced by a ""chup""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5209,rspb_pocket_birds_harrap,Long-tailed Tit,Aegithalos caudatus,14,Passeriformes,Aegithalidae,Bushtits,"Very vocal, flocks keep in contact with a thin but penetrating, high-pitched ""see-see-see"" and a lower-pitched, mellower clipped ""tup""; in excitement gives a louder and harder slurred, rattling ""tsirrrup"".",NO,yes,"Very vocal, flocks keep  with a thin but penetrating, high-pitched ""see-see-see"" and a lower-pitched, mellower clipped ""tup""; in excitement  a louder and harder slurred, rattling ""tsirrrup""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2444,holden_cleeves_birds,Lapland Bunting,Calcarius lapponicus,15-16cm,Passeriformes,Calcariidae,"Longspurs, Snow Buntings","Flight call is a distinctive dry, rattling ""terrek"". Sometimes it will make a Snow Bunting-like descending ""teu"" call. Song is quite musical and given during a songflight.",NO,yes,"is a distinctive dry, rattling ""terrek"". Sometimes it will make a Snow Bunting-like descending ""teu"" call. quite musical and given during a song",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_4399,national_trust_bird_spotter,Bar-tailed Godwit,Limosa lapponica,37,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","Quick, yelping ""kiruk kiruk"" call in flight.",NO,yes,"Quick, yelping ""kiruk kiruk"" call ",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5359,sibley_birds,Great Shearwater,Puffinus gravis,18,Procellariiformes,Procellariidae,"Petrels, Shearwaters, Diving Petrels","Generally silent at sea, but vocal in feeding groups, ofen bleating ""waaan"" like a lamb.",NO,yes,"at sea, but vocal , ofen bleating ""waaan"" like a lamb",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_6026,sibley_birds,California Towhee,Melozone crissalis,9,Passeriformes,Passerellidae,New World Sparrows,"Song an accelerating series of high, flat ""teek"" notes, sometimes with lower notes near end: ""teek teek teek eek eekeekeekeek t-t-t-t-teek"". Call a high, hard, flat ""teek"". Flight call a high, buzzy ""zeeeee"".",NO,yes,"an accelerating series of high, flat ""teek"" notes,  with lower notes near end: ""teek teek teek eek eekeekeekeek t-t-t-t-teek"". a high, hard, flat ""teek"". a high, buzzy ""zeeeee""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3438,national_geographic_america,Canada Goose,Branta canadensis,76-109cm,Anseriformes,Anatidae,"Ducks, Geese, Swans","Call is a deep, musical ""honk-a-lonk"".",NO,yes,"a deep, musical ""honk-a-lonk""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2108,felix_hisek_birds,Great Reed Warbler,Acrocephalus arundinaceus,19,Passeriformes,Acrocephalidae,Reed Warblers & Allies,"Alarm note ""karrr karrr"".",NO,yes,"note ""karrr karrr""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1956,felix_hisek_birds,Wigeon,Mareca penelope,"M 49, F 44",NA,NA,NA,"The male utters whistling notes that sound like ""weeh-ooh""; the female a low, purring note.",NO,yes,"whistling notes that sound like ""weeh-ooh""; the female a low, purring note",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_1921,collins_gem_garden_birds,Hooded Crow,Corvus cornix,NA,Passeriformes,Corvidae,"Crows, Jays","Loud, raucous cawing sound, usually uttered in flight.",NO,yes,"Loud, raucous cawing sound,  ed ",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5416,sibley_birds,Cattle Egret,Bubulcus ibis,20,Pelecaniformes,Ardeidae,"Herons, Bitterns","Short croaks or quacks on breeding grounds; generally silent elsewhere. Most common year-round call a subdued, nasal quack ""brek"" or ""rick rak""; occasionally a short, soft moan.",NO,yes,"Short croaks or quacks on ; generally  elsewhere. common  call a subdued, nasal quack ""brek"" or ""rick rak""; a short, soft moan",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_650,bruun_hamlyn_guide,Pink-footed Goose,Anser brachyrhynchus,71,Anseriformes,Anatidae,"Ducks, Geese, Swans","The call is very similar to that of the Bean Goose, but slightly higher pitched.",NO,yes,"very similar to that of the Bean Goose, but slightly higher pitched",NA,NA,NA,NA,NA,comparison,NA,"The call is very similar to that of the Bean Goose, but slightly higher pitched.",Bean Goose,"N is similar to that of C, but X-er",higher-pitched,NA,NA
id_3352,morcombe_australia,House Crow,Corvus splendens,42-44cm,Passeriformes,Corvidae,"Crows, Jays","rasping, high ""kza"", downwards ""kzow"", lower ""kiowk"".",NO,yes,"rasping, high ""kza"", downwards ""kzow"", lower ""kiowk""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5465,sibley_birds,Virginia Rail,Rallus limicola,9.5,Gruiformes,Rallidae,"Rails, Crakes & Coots","Wheezy, pig-like grunting series ""wep wep wep wepwepwepwepwepppprrr"" descending and usually accelerating; higher-pitched than Clapper Rail. Female gives sharp, metallic notes followed by rich churring ""chi chi chi chi treerrr"". Male gives a hard, mechanical ""gik gik gik gidik gidik gidik gidik""; also squealing or clattering, hard ""skew"", ""kweek"" or ""kikik ik-ik"" in dispute or in alarm; most calls harsher or more nasal than Sora.",NO,yes,"Wheezy, pig-like grunting series ""wep wep wep wepwepwepwepwepppprrr"" descending and  accelerating; higher-pitched than Clapper Rail.  sharp, metallic notes followed by rich churring ""chi chi chi chi treerrr"". a hard, mechanical ""gik gik gik gidik gidik gidik gidik""; also squealing or clattering, hard ""skew"", ""kweek"" or ""kikik ik-ik"" in dispute or in alarm; most calls harsher or more nasal than Sora",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_2242,holden_cleeves_birds,Purple Heron,Ardea purpurea,78-90cm,Pelecaniformes,Ardeidae,"Herons, Bitterns","Usually silent but does have a hoarse croak, rather like Grey Heron.",NO,yes,"but does have a hoarse croak, rather like Grey Heron",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_4262,national_geographic_america,Spotted Towhee,Pipilo maculatus,19cm,Passeriformes,Passerellidae,New World Sparrows,"Song and calls also show great geographical variation. Interior montanus a few introductory notes, then a trill. Pacific coast birds a simple trill of variable speed. Great Plains arcticus a variable number of rapid introductory notes followed by a trill. Call of montanus a descending and raspy mewing; generally, Pacific ssp. and arcticus a rising ""ree-eee"".",NO,yes,"and calls also show great geographical variation. Interior montanus a few introductory notes, then a trill. Pacific coast birds a simple trill of variable speed. Great Plains arcticus a variable number of rapid introductory notes followed by a trill. of montanus a descending and raspy mewing; generally, Pacific ssp. and arcticus a rising ""ree-eee""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6167,simpson_day_australian,Eastern Reef Egret,Egretta sacra,58-75,NA,NA,NA,harsh croaks.,NO,yes,harsh croaks,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2435,holden_cleeves_birds,Twite,Linaria flavirostris,14cm,NA,NA,NA,"Call usually incorporates a harsh ""twaaay"", similar to a Linnet but more ""nasal"". Also makes a more drawn-out ""tchway"" and ""tchway-de-wee"". Song is a variety of these individual notes, and not as well formed as that of Linnet.",NO,yes,"incorporates a harsh ""twaaay"", similar to a Linnet but more ""nasal"". Also  a more drawn-out ""tchway"" and ""tchway-de-wee"". a variety of these individual notes, and not as well formed as that of Linnet",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_817,bruun_hamlyn_guide,Yellow-billed Cuckoo,Coccyzus americanus,30,Cuculiformes,Cuculidae,Cuckoos,Call is guttural and toneless.,NO,yes,guttural and toneless,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2538,mackinnon_china,White-crowned Forktail,Enicurus leschenaulti,28,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers",Alarm call is harsh screech like that of Blue Whistling-thrush.,NO,yes,is harsh screech like that of Blue Whistling-thrush,NA,NA,NA,NA,NA,comparison,NA,screech like that of Blue Whistling-thrush,Blue Whistling-thrush,N like that of C,none,NA,NA
id_6544,simpson_day_australian,Eyrean Grasswren,Amytornis goyderi,15,Passeriformes,Maluridae,Australasian Wrens,faint two-note whistle.,NO,yes,faint two-note whistle,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5501,sibley_birds,Little Curlew,Numenius minutus,12.6,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","Flight call a melodic, two-syllabled, upslurred whistle ""pwee-wheet"".",NO,yes,"a melodic, two-syllabled, upslurred whistle ""pwee-wheet""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6038,sibley_birds,Clay-colored Sparrow,Spizella pallida,5.5,Passeriformes,Passerellidae,New World Sparrows,"Song a series of two to five rasping buzzes on one pitch ""zheee zheee zheee"". Call a high, sharp ""tsip"" like other Spizella sparrows. Flight call a short, rising ""swit"" similar to Brewer's.",NO,yes,"a series of two to five rasping buzzes on one pitch ""zheee zheee zheee"". a high, sharp ""tsip"" like other Spizella sparrows. a short, rising ""swit"" similar to Brewer's",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_426,allabout_birds,Plumbeous Vireo,Vireo plumbeus,13,Passeriformes,Vireonidae,"Vireos, Greenlets, Shrike-babblers","Among the most often heard vocalizations outside the breeding season are harsh, raspy, almost grating alarm calls (""cha-cha-cha-cha"") that vary in intensity and duration. The male sings a burry song of ascending and descending phrases that can be rendered as ""chree ch-richi-roo"" but with much variation in phrases. Cassin's Vireo songs are almost identical, but the first phrase of its songs tends to be more burry and hurried than in Plumbeous, which has a hoarse but slower song overall, very similar to the song of Yellow-throated Vireo.",NO,yes,"harsh, raspy, almost grating alarm calls (""cha-cha-cha-cha"") that vary in intensity and duration.  a burry song of ascending and descending phrases that can be rendered as ""chree ch-richi-roo"" but with much variation in phrases. Cassin's Vireo songs are almost identical, but the first phrase of its songs tends to be more burry and hurried than in Plumbeous, which has a hoarse but slower song overall, very similar to the song of Yellow-throated Vireo",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_3881,national_geographic_america,Ferruginous Hawk,Buteo regalis,"58cm, 142cm",Accipitriformes,Accipitridae,"Kites, Hawks, Eagles","Gives harsh alarm calls, ""kree-a"", chiefly in breeding season.",NO,yes,"harsh alarm calls, ""kree-a"", chiefly",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2169,felix_hisek_birds,Golden Oriole,Oriolus oriolus,24,Passeriformes,Oriolidae,"Figbirds, Orioles, Turnagra","Harsh, croaking calls like the jay's.",NO,yes,"Harsh, croaking calls like the jay's",NA,NA,NA,NA,NA,comparison,NA,calls like the jay's,jay,N like the C's,none,NA,NA
id_2827,morcombe_australia,Red-necked Crake,Rallina tricolor,24-29cm,Gruiformes,Rallidae,"Rails, Crakes & Coots","a harsh, sharp ""kark"" or ""karrark"" as a single note; often a sequence, a rasping, aggressive ""arr-ak, karrrk, kak, kak, kak-kakakakak"". Its monotonous ""klok, klok, klok"" may continue for hours, often at night.",NO,yes,"a harsh, sharp ""kark"" or ""karrark"" as a single note; often a sequence, a rasping, aggressive ""arr-ak, karrrk, kak, kak, kak-kakakakak"". Its monotonous ""klok, klok, klok"" may continue for hours, often ",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3721,national_geographic_america,Ross's Gull,Rhodostethia rosea,"34cm (length), 84cm (wingspan)",Charadriiformes,Laridae,"Gulls, Terns, Skimmers","Mostly silent away from Arctic breeding grounds, where it gives ternlike chitters and a mellow yapping.",NO,yes,"Mostly  away from Arctic , where it  ternlike chitters and a mellow yapping",NA,NA,NA,NA,NA,comparison,NA,ternlike chitters,tern,Clike,none,NA,NA
id_3375,morcombe_australia,Double-barred Finch,Taeniopygia bichenovii,10-11cm,Passeriformes,Estrildidae,"Waxbills, Munias & Allies","in contact, a brassy, drawn-out ""tzeeaat, tzeeaat"" like that of the Zebra Finch, but each call longer, more plaintive; similar sounds, weaker, may form a more continuous passage of song. In close contact, an abrupt, low ""tat, tat"".",NO,yes,"a brassy, drawn-out ""tzeeaat, tzeeaat"" like that of the Zebra Finch, but each call longer, more plaintive; similar sounds, weaker, may form a more continuous passage of song. In close contact, an abrupt, low ""tat, tat""",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_4677,peterson_chalif_mexico,Barred Woodcreeper,Dendrocolaptes certhia,10-11.5in,Passeriformes,Furnariidae,Ovenbirds,"A loud ""tew'-wee, tew'wee, tew'wee"" (Howell). A slow ""oi-ink"", repeated 2-3 times (Slud).",NO,yes,"loud ""tew'-wee, tew'wee, tew'wee"" (Howell). slow ""oi-ink"", repeated 2-3 times (Slud)",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2613,mackinnon_china,Carrion Crow,Corvus corone,46,Passeriformes,Corvidae,"Crows, Jays","The call is a harsh croaking ""kraa"".",NO,yes,"a harsh croaking ""kraa""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6243,simpson_day_australian,Beach Thick-knee,Esacus magnirostris,55,NA,NA,NA,"repeated, mournful, wailing ""wee loo""; higher, harsher than Bush Thick-knee.",NO,yes,"repeated, mournful, wailing ""wee loo""; higher, harsher than Bush Thick-knee",NA,NA,NA,NA,NA,no_comparison,NA,"higher, harsher than Bush Thick-knee.",Bush Thick-knee,X-er than C,higher&harsher,NA,NA
id_4974,rspb_brereton,Herring Gull,Larus argentatus,55-67,Charadriiformes,Laridae,"Gulls, Terns, Skimmers",various loud mewing and wailing cries.,NO,yes,various loud mewing and wailing cries,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6908,tarboton_kruger_national_park,Bushveld Pipit,Anthus caffer,13cm,Passeriformes,Motacillidae,"Wagtails, Pipits","(...) with a distinctive ""zweep"" call-note.",NO,yes,"with a distinctive ""zweep"" call-note",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6463,simpson_day_australian,Dusky Robin,Melanodryas vittata,16.5,Passeriformes,Petroicidae,Australasian Robins,"low, penetrating ""choo-wee"".",NO,yes,"low, penetrating ""choo-wee""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3247,morcombe_australia,Northern Scrub-robin,Drymodes superciliaris,21-23cm,Passeriformes,Petroicidae,Australasian Robins,"a strong, penetrating, drawn-out whistle of several seconds duration, rising, ""wheeeeeiit"", but may be steady, ""wheeeeet"", undulating, ""wheeeur-eeeit"", or interrupted, ""wheee-wheet"". Also often makes a hissing, rasping, scolding noise, a long drawn-out, descending ""screeearch"", level ""scrairch"" or undulating ""screeeairarsch"", similar to rise and fall of the whistled call. Has also a very harsh, scolding ""scraaach"" as warning or alarm.",NO,yes,"a strong, penetrating, drawn-out whistle of several seconds duration, rising, ""wheeeeeiit"", but may be steady, ""wheeeeet"", undulating, ""wheeeur-eeeit"", or interrupted, ""wheee-wheet"". Also often  a hissing, rasping, scolding noise, a long drawn-out, descending ""screeearch"", level ""scrairch"" or undulating ""screeeairarsch"", similar to rise and fall of the whistled call. Has  very harsh, scolding ""scraaach"" as warning or alarm",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_3540,national_geographic_america,White-winged Dove,Zenaida asiatica,29cm,Columbiformes,Columbidae,"Pigeons, Doves","Song, a drawn-out, cooing *who-cooks-for-you*, has many variations and is heard during the breeding season.",YES,yes,"Song, a drawn-out, cooing *who-cooks-for-you*, has many variations and is heard during the ",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1557,collins_british_rare,Savannah Sparrow,Passerculus sandwichensis,14-16cm,Passeriformes,Passerellidae,New World Sparrows,"Call is a thin ""stip"".",NO,yes,"a thin ""stip""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4083,national_geographic_america,Sedge Wren,Cistothorus platensis,11cm,Passeriformes,Troglodytidae,Wrens,"Song begins with a few single notes followed by a weak staccato trill or chatter; call note, a rich ""chip"", often doubled.",NO,yes,"begins with a few single notes followed by a weak staccato trill or chatter; call note, a rich ""chip"", often doubled",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1670,collins_gem_birds,Woodcock,Scolopax rusticola,35,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","Usually silent, but in evening calls a frog-like ""orrrt-orrrt"" and a sneezing high-pitched ""tswick"".",NO,yes,"in evening calls a frog-like ""orrrt-orrrt"" and a sneezing high-pitched ""tswick""",NA,NA,NA,NA,NA,comparison,NA,frog-like,frog,C-like,none,NA,NA
id_2002,felix_hisek_birds,Capercaillie,Tetrao urogallus,"M 94, F 67",Galliformes,Phasianidae,Pheasants & Allies,"The male's courting call begins with a rapidly accelerating ""tik-up, tik-up, tik-up"", ending with a ""pop"", followed by hissing and whispering; the hen's call is a ""kok-kok"" resembling the pheasant's.",NO,yes,"call begins with a rapidly accelerating ""tik-up, tik-up, tik-up"", ending with a ""pop"", followed by hissing and whispering; the hen's  a ""kok-kok"" resembling the pheasant's",NA,NA,NA,NA,NA,comparison,NA,resembling the pheasant's,pheasant,N resembling C's,none,NA,NA
id_5151,rspb_pocket_birds_harrap,Woodpigeon,Columba palumbus,41,Columbiformes,Columbidae,"Pigeons, Doves","Song a five-note phrase: *who cooks for-you, oh...*, repeated 3-5 times.",YES,yes,"a five-note phrase: *who cooks for-you, oh...*, repeated 3-5 times",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_812,bruun_hamlyn_guide,Collared Dove,Streptopelia decaocto,28,Columbiformes,Columbidae,"Pigeons, Doves",The cooing is characteristic: three syllables with emphasis on the second syllable.,NO,yes,The cooing is characteristic: three syllables with emphasis on the second syllable,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6823,tarboton_kruger_national_park,Malachite Kingfisher,Corythornis cristatus,14cm,NA,NA,NA,"Call, usually given in flight, is a high-pitched ""tseeep"".",NO,yes,"is a high-pitched ""tseeep""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2685,morcombe_australia,Snow Petrel,Pagodroma nivea,30-40cm; span 75-85cm,Procellariiformes,Procellariidae,"Petrels, Shearwaters, Diving Petrels","usually silent at sea, but varied ""teck-teck"" and other calls swinging from guttural to high-pitched.",NO,yes,"at sea, but varied ""teck-teck"" and other calls swinging from guttural to high-pitched",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5397,sibley_birds,Great Cormorant,Phalacrocorax carbo,36,Suliformes,Phalacrocoracidae,"Cormorants, Shags","Usually silent away from nest site. Guttural, grunting notes; loud, raucous ""tock gock gock""; subdued, hoarse ""fhi fhi fhi"".",NO,yes,"Guttural, grunting notes; loud, raucous ""tock gock gock""; subdued, hoarse ""fhi fhi fhi""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3278,morcombe_australia,Nullarbor Quail-thrush,Cinclosoma alisteri,18-20cm,NA,NA,NA,similar to nominate race.,NO,yes,similar to nominate race,NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_4496,national_trust_bird_spotter,Bullfinch,Pyrrhula pyrrhula,15,Passeriformes,Fringillidae,"Finches, Euphonias","Soft ""pee-uu"" call; quiet, creaky song.",NO,yes,"Soft ""pee-uu"" call; quiet, creaky song",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5847,sibley_birds,Bahama Swallow,Tachycineta cyaneoviridis,5.75,Passeriformes,Hirundinidae,"Swallows, Martins","Song liquid gurgling reminiscent of Tree Swallow but softer; also a high, plaintive ""seew-seew-seew-seew"" given by pair. Calls ""chilpilp"" and ""killf"" softer and chirpier than Tree Swallow.",NO,yes,"liquid gurgling reminiscent of Tree Swallow but softer;  high, plaintive ""seew-seew-seew-seew"" given by pair. ""chilpilp"" and ""killf"" softer and chirpier than Tree Swallow",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_6373,simpson_day_australian,Blue Bonnet,Northiella haematogaster,26-30,Psittaciformes,Psittaculidae,Old World Parrots,"harsh ""chack chack""; piping whistle.",NO,yes,"harsh ""chack chack""; piping whistle",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4824,peterson_chalif_mexico,Spotted Nightingale-Thrush,Catharus dryas,7in,Passeriformes,Turdidae,Thrushes,Rich liquid phrases very suggestive of Wood Thrush but less loud and full.,NO,yes,Rich liquid phrases very suggestive of Wood Thrush but less loud and full,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6490,simpson_day_australian,Yellow-breasted Boatbill,Machaerirhynchus flaviventer,11-Dec,Passeriformes,Machaerirhynchidae,Boatbills,"soft, like Brown Thornbill ""pee-dee-dee-dee-wit"".",NO,yes,"soft, like Brown Thornbill ""pee-dee-dee-dee-wit""",NA,NA,NA,NA,NA,comparison,NA,"soft, like Brown Thornbill ""pee-dee-dee-dee-wit"".",Brown Thornbill,like C,none,NA,NA
id_1214,collins_british_common,Raven,Corvus corax,55-65cm,Passeriformes,Corvidae,"Crows, Jays","Utters a loud, deep ""cronk"" call. This often alerts observers to the presence of distant flying birds.",NO,yes,"a loud, deep ""cronk"" call. This often alerts observers to the presence of distant flying birds",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1067,collins_british_common,Shoveler,Spatula clypeata,44-52cm,NA,NA,NA,"Male utters a sharp ""tuk-tuk"", while female utters a soft quack with its bill.",NO,yes,"a sharp ""tuk-tuk"", while female  a soft quack with its bill",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4467,national_trust_bird_spotter,Whitethroat,Curruca communis,14,NA,NA,NA,"Harsh ""tak tak"" call; short, scratchy song.",NO,yes,"Harsh ""tak tak"" call; short, scratchy song",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
